nivel_ruido,gases_toxicos,horas_turno,iluminacao,epis_usado,setor,clima,risco
119.0,36.58354065798811,9.0,,sim,pintura,quente,alto
96.0,18.018731061989655,10.0,789.0,sim,montagem,moderado,alto
117.0,20.369809984551978,7.0,842.0,sim,pintura,frio,alto
77.0,20.35249393831974,6.0,515.0,sim,soldagem,moderado,baixo
108.0,16.398898520486384,10.0,717.0,sim,pintura,moderado,alto
92.0,3.9126300784382284,8.0,531.0,não,pintura,quente,alto
111.0,22.886981034635806,10.0,430.0,não,pintura,frio,alto
94.0,43.19183145334343,6.0,323.0,sim,soldagem,moderado,alto
79.0,21.271112956319232,11.0,892.0,sim,pintura,quente,baixo
83.0,7.172019219006148,6.0,479.0,não,montagem,moderado,baixo
110.0,15.35767172554346,11.0,152.0,não,montagem,frio,alto
71.0,37.912200071599074,,936.0,sim,pintura,,alto
104.0,,7.0,990.0,não,montagem,quente,alto
110.0,2.953186957274051,8.0,754.0,não,montagem,quente,alto
79.0,2.7209503070452055,7.0,,não,soldagem,frio,alto
100.0,30.346214281254348,6.0,857.0,sim,soldagem,quente,
112.0,44.89243076267765,7.0,584.0,sim,montagem,frio,alto
112.0,13.004476354744687,9.0,897.0,sim,montagem,frio,alto
90.0,49.39710353144758,11.0,487.0,sim,pintura,quente,alto
96.0,11.011774515623923,7.0,807.0,não,soldagem,quente,alto
113.0,17.304297779995043,10.0,171.0,sim,pintura,moderado,alto
115.0,23.379398886750714,9.0,347.0,sim,pintura,moderado,alto
99.0,5.376744163691644,10.0,372.0,não,montagem,moderado,alto
115.0,14.658408933972067,6.0,174.0,sim,soldagem,moderado,alto
112.0,30.072408636628435,,873.0,sim,pintura,frio,alto
71.0,0.6057228423529626,7.0,834.0,sim,soldagem,quente,baixo
82.0,24.1729407505617,7.0,111.0,sim,soldagem,frio,baixo
102.0,32.97086649525606,9.0,588.0,não,soldagem,frio,alto
104.0,14.914585198053215,9.0,982.0,sim,soldagem,quente,alto
74.0,43.5559056704891,8.0,,sim,soldagem,moderado,alto
100.0,13.862806811363543,7.0,446.0,não,montagem,moderado,alto
117.0,45.601338688055684,8.0,861.0,sim,soldagem,frio,alto
106.0,41.66205040680631,7.0,616.0,sim,pintura,frio,
91.0,11.67361608905862,11.0,704.0,,pintura,moderado,alto
109.0,3.148951233854297,10.0,980.0,não,soldagem,moderado,alto
106.0,1.580439880332496,6.0,,não,soldagem,frio,alto
92.0,38.79800597876803,,993.0,sim,soldagem,frio,alto
110.0,28.098402459488646,9.0,944.0,sim,pintura,,
101.0,,6.0,752.0,sim,montagem,frio,alto
75.0,8.204423446845698,,863.0,não,montagem,moderado,alto
97.0,18.890953298523794,7.0,668.0,sim,soldagem,moderado,alto
85.0,4.331634643231352,9.0,795.0,não,montagem,quente,alto
73.0,34.562612874237416,7.0,988.0,não,pintura,quente,alto
114.0,47.45619984589469,7.0,384.0,sim,soldagem,moderado,alto
78.0,20.70263560165308,8.0,528.0,sim,pintura,quente,baixo
98.0,43.47331285784464,8.0,424.0,não,soldagem,frio,alto
104.0,16.35546523221752,7.0,433.0,não,soldagem,quente,alto
96.0,12.34349835201905,7.0,953.0,sim,soldagem,,alto
,16.717032773405055,6.0,406.0,não,,,alto
116.0,10.441771878705003,10.0,500.0,não,montagem,moderado,alto
79.0,,8.0,310.0,não,pintura,quente,alto
117.0,34.474469761774074,7.0,529.0,não,pintura,quente,alto
114.0,43.237773259202385,9.0,,não,montagem,quente,alto
87.0,19.05232176519025,7.0,784.0,não,montagem,moderado,
80.0,29.564407823326516,9.0,332.0,sim,montagem,moderado,baixo
75.0,,8.0,345.0,sim,montagem,moderado,
96.0,37.82634854928838,9.0,583.0,não,montagem,frio,alto
98.0,4.43954604884127,10.0,467.0,sim,montagem,frio,alto
112.0,8.92594389539038,,828.0,sim,montagem,quente,alto
87.0,20.87822549951992,6.0,858.0,não,soldagem,moderado,baixo
80.0,5.886769116739876,,250.0,sim,soldagem,moderado,baixo
71.0,44.80763691061126,11.0,308.0,não,soldagem,quente,alto
104.0,24.62239209592747,10.0,582.0,não,pintura,frio,alto
87.0,14.266523727898562,9.0,394.0,não,pintura,moderado,alto
116.0,6.941299034753462,9.0,699.0,não,pintura,frio,alto
84.0,8.478869932612293,8.0,353.0,não,pintura,moderado,alto
71.0,36.50946361460073,,203.0,sim,pintura,moderado,alto
77.0,44.07351996788543,6.0,218.0,sim,soldagem,quente,alto
84.0,32.22259822846183,7.0,669.0,sim,soldagem,frio,alto
111.0,17.847121324116532,,654.0,sim,montagem,quente,alto
99.0,,8.0,649.0,sim,soldagem,moderado,alto
79.0,24.357627729207337,7.0,221.0,sim,pintura,frio,baixo
89.0,15.064957118980676,9.0,689.0,sim,pintura,moderado,baixo
96.0,24.77776752582244,10.0,305.0,não,pintura,quente,alto
75.0,0.560904816894986,9.0,,sim,pintura,quente,baixo
116.0,44.122472967631445,6.0,978.0,não,soldagem,quente,alto
90.0,29.419098365835044,10.0,932.0,não,soldagem,,alto
73.0,24.494038097690158,9.0,570.0,sim,soldagem,frio,baixo
,24.004754250815864,11.0,607.0,não,montagem,moderado,alto
90.0,38.249749983085756,10.0,191.0,sim,soldagem,moderado,alto
110.0,27.333404646749067,6.0,682.0,sim,pintura,quente,alto
,,10.0,864.0,sim,montagem,quente,alto
92.0,39.85527944795845,9.0,323.0,não,pintura,frio,alto
102.0,42.77235163118057,,206.0,não,pintura,quente,alto
82.0,27.609795068663672,6.0,814.0,não,soldagem,quente,baixo
75.0,29.211441093736944,6.0,364.0,não,montagem,quente,baixo
75.0,,8.0,551.0,sim,montagem,frio,alto
112.0,23.614001768383687,7.0,180.0,sim,soldagem,frio,
70.0,,,419.0,não,montagem,frio,alto
101.0,27.182301350826037,6.0,542.0,sim,soldagem,,alto
,46.212215660275454,,892.0,sim,soldagem,moderado,alto
105.0,40.177172490307875,9.0,196.0,não,pintura,frio,alto
104.0,18.16605873440409,7.0,998.0,não,pintura,frio,alto
93.0,33.19525206156524,9.0,,não,pintura,quente,alto
106.0,35.84581931292167,7.0,921.0,não,pintura,frio,alto
106.0,23.385110324076646,,991.0,não,soldagem,frio,alto
97.0,35.32334195506776,8.0,384.0,não,pintura,quente,alto
75.0,12.043543878906299,7.0,982.0,sim,pintura,quente,baixo
107.0,14.453230864429889,7.0,,,pintura,quente,alto
98.0,32.18731938900641,6.0,233.0,não,soldagem,moderado,alto
80.0,24.14104843814139,7.0,292.0,não,montagem,quente,alto
79.0,19.16816748837778,7.0,682.0,não,soldagem,quente,alto
96.0,3.3322860959103084,8.0,649.0,não,soldagem,moderado,alto
116.0,49.19786666690462,11.0,268.0,não,pintura,quente,alto
87.0,11.395225962372146,10.0,,não,soldagem,quente,alto
73.0,31.122872667454025,11.0,247.0,sim,pintura,frio,alto
75.0,39.6065036479181,8.0,,não,montagem,,alto
101.0,25.400401442025984,6.0,702.0,sim,montagem,quente,alto
108.0,28.95627467148001,7.0,761.0,,soldagem,moderado,alto
105.0,26.56902335137417,9.0,984.0,não,montagem,frio,alto
110.0,31.82673443128155,10.0,882.0,não,,frio,alto
92.0,20.817424194417484,8.0,417.0,sim,soldagem,moderado,alto
97.0,17.80606780855679,6.0,661.0,sim,soldagem,frio,alto
102.0,49.25872134515989,11.0,112.0,não,pintura,moderado,alto
94.0,18.674319415973724,10.0,727.0,não,montagem,frio,alto
,22.316789826492688,6.0,217.0,não,pintura,frio,alto
94.0,8.103076571764717,9.0,604.0,sim,montagem,quente,alto
93.0,41.36025004407937,10.0,130.0,não,pintura,quente,alto
92.0,38.68269206700254,6.0,,não,pintura,moderado,alto
103.0,,8.0,219.0,não,soldagem,moderado,alto
97.0,43.43683291649973,10.0,224.0,sim,soldagem,quente,alto
107.0,0.9282595505543556,9.0,450.0,não,soldagem,moderado,alto
111.0,0.8981946378404715,8.0,710.0,não,pintura,quente,alto
112.0,48.85415291413543,7.0,769.0,não,soldagem,moderado,alto
86.0,9.602540264650283,7.0,160.0,não,pintura,quente,alto
100.0,44.36455365988367,10.0,762.0,não,soldagem,frio,alto
86.0,39.72822474350032,6.0,626.0,sim,montagem,quente,alto
87.0,25.992626878958834,7.0,405.0,sim,soldagem,quente,baixo
99.0,2.1498717378635956,7.0,864.0,sim,pintura,frio,alto
,10.277941756851938,8.0,905.0,não,soldagem,quente,alto
92.0,3.3241956839792755,7.0,587.0,não,montagem,frio,alto
117.0,38.921506298270074,6.0,393.0,sim,soldagem,frio,alto
115.0,25.17118928218484,8.0,166.0,sim,soldagem,moderado,alto
108.0,49.32277140727384,9.0,928.0,não,soldagem,moderado,alto
93.0,26.83445296468976,7.0,122.0,sim,montagem,moderado,alto
105.0,5.645943931507757,6.0,731.0,não,pintura,frio,alto
83.0,5.023997361780158,6.0,248.0,sim,montagem,moderado,baixo
103.0,26.197218935304484,10.0,,sim,soldagem,quente,alto
81.0,29.199568728360532,11.0,158.0,não,pintura,frio,alto
78.0,7.752111257724481,9.0,360.0,não,pintura,quente,alto
73.0,7.664576569610343,9.0,764.0,não,soldagem,quente,alto
77.0,45.757521523589936,6.0,365.0,não,soldagem,frio,alto
70.0,42.227019209191354,9.0,979.0,sim,pintura,moderado,alto
81.0,0.5044581398238046,11.0,303.0,não,soldagem,frio,alto
,37.32563487282279,11.0,451.0,sim,soldagem,moderado,alto
,26.353287107501096,10.0,377.0,não,montagem,,
74.0,32.26182077188626,11.0,669.0,não,soldagem,moderado,alto
,1.9830412120637464,10.0,984.0,,montagem,frio,alto
100.0,21.87228225221712,9.0,770.0,sim,soldagem,moderado,alto
91.0,23.664184970017914,10.0,416.0,não,pintura,moderado,alto
105.0,6.406281373372619,11.0,517.0,sim,pintura,moderado,alto
117.0,46.47359142420599,9.0,257.0,não,pintura,quente,alto
79.0,0.5909978486262346,11.0,345.0,sim,soldagem,frio,baixo
115.0,4.685589069643309,9.0,693.0,sim,soldagem,frio,alto
,28.441631503698993,8.0,814.0,não,soldagem,moderado,alto
84.0,0.2163794021658616,6.0,902.0,sim,pintura,frio,baixo
99.0,49.68335901350616,7.0,319.0,não,pintura,quente,alto
112.0,1.4901070338968148,10.0,565.0,não,montagem,frio,alto
83.0,31.537664626936884,6.0,548.0,sim,montagem,frio,alto
115.0,18.076564860651466,10.0,797.0,sim,pintura,moderado,alto
86.0,5.626900310623617,7.0,805.0,sim,soldagem,moderado,baixo
73.0,43.15891793249073,9.0,538.0,não,soldagem,moderado,alto
79.0,,6.0,488.0,sim,pintura,quente,baixo
112.0,,7.0,234.0,sim,pintura,frio,alto
74.0,39.31539101374366,,989.0,,soldagem,frio,alto
98.0,27.605077434384118,,949.0,sim,,moderado,alto
106.0,12.6122660753406,10.0,441.0,sim,soldagem,quente,alto
75.0,15.608034883051513,11.0,576.0,sim,soldagem,quente,baixo
116.0,41.279587044533365,10.0,530.0,não,pintura,quente,alto
83.0,39.307912893843,,319.0,sim,,frio,alto
86.0,0.7218988343867749,7.0,586.0,sim,soldagem,moderado,baixo
108.0,28.93981966128814,6.0,987.0,não,pintura,frio,alto
100.0,37.66605348549296,7.0,952.0,sim,pintura,moderado,alto
102.0,5.034066851519286,11.0,945.0,sim,soldagem,quente,alto
102.0,30.672045110997427,10.0,764.0,sim,soldagem,,alto
86.0,23.309847184230648,11.0,100.0,sim,montagem,quente,baixo
117.0,10.889202382742042,9.0,632.0,sim,montagem,frio,alto
117.0,31.880522961856745,8.0,899.0,sim,pintura,moderado,alto
99.0,14.98320631765344,9.0,193.0,sim,pintura,moderado,alto
105.0,,6.0,462.0,não,pintura,frio,alto
,22.463171218965964,7.0,150.0,sim,pintura,moderado,baixo
74.0,30.076050916267405,6.0,875.0,sim,montagem,frio,alto
106.0,21.62060290860992,11.0,145.0,não,,moderado,alto
71.0,45.5226374651449,9.0,327.0,não,pintura,frio,alto
84.0,45.00355905634112,8.0,999.0,sim,montagem,moderado,alto
82.0,18.46226619752015,8.0,187.0,sim,soldagem,frio,baixo
103.0,10.568848926928071,11.0,428.0,sim,pintura,quente,alto
112.0,45.010719076813956,9.0,996.0,não,pintura,quente,alto
72.0,20.83053020511934,11.0,836.0,,pintura,frio,alto
105.0,15.531495757248937,9.0,672.0,não,soldagem,quente,alto
107.0,47.91301760545026,7.0,832.0,sim,soldagem,moderado,alto
101.0,24.63863715670469,11.0,156.0,não,montagem,quente,alto
81.0,43.712026844611614,7.0,738.0,sim,soldagem,,alto
,0.4596213908491409,,163.0,não,montagem,quente,alto
88.0,2.738330576556214,7.0,199.0,não,montagem,quente,alto
,23.944051484285673,6.0,,sim,soldagem,moderado,baixo
76.0,32.604517739349454,6.0,146.0,não,montagem,frio,alto
86.0,,9.0,,não,soldagem,moderado,alto
70.0,23.694855276555483,6.0,360.0,não,soldagem,frio,baixo
118.0,16.515483582584896,9.0,832.0,sim,pintura,quente,alto
93.0,22.815088849677085,10.0,940.0,não,montagem,quente,alto
101.0,41.676660205005994,8.0,326.0,sim,soldagem,frio,
79.0,38.072185414271914,6.0,744.0,sim,montagem,frio,alto
83.0,11.473449629425087,11.0,,sim,soldagem,frio,baixo
107.0,35.940004806946746,6.0,547.0,não,pintura,quente,alto
85.0,34.207333324342045,11.0,135.0,não,soldagem,moderado,alto
75.0,6.682829293335768,9.0,586.0,não,pintura,moderado,alto
106.0,43.175794883547006,10.0,646.0,sim,,moderado,alto
101.0,3.007539136823972,10.0,722.0,não,montagem,moderado,alto
94.0,0.2342458803948455,9.0,561.0,sim,soldagem,quente,alto
117.0,40.270722903280124,11.0,613.0,sim,montagem,moderado,alto
80.0,32.40099700038577,11.0,682.0,sim,montagem,frio,alto
116.0,9.498373935640325,10.0,370.0,sim,pintura,frio,alto
108.0,36.21954649377715,10.0,943.0,não,pintura,frio,alto
75.0,43.96540163797011,6.0,578.0,não,soldagem,frio,alto
101.0,8.821692457949142,10.0,978.0,sim,pintura,moderado,alto
114.0,16.746398934778544,6.0,331.0,sim,soldagem,frio,alto
74.0,41.08328384508971,6.0,748.0,sim,pintura,moderado,alto
110.0,38.1085608877139,11.0,353.0,não,pintura,moderado,alto
118.0,30.311624403843634,7.0,321.0,sim,,quente,alto
108.0,19.483304319556233,8.0,206.0,não,montagem,quente,alto
84.0,20.775762429662176,6.0,864.0,sim,soldagem,frio,baixo
95.0,21.620015529285347,6.0,191.0,não,pintura,frio,alto
112.0,46.21946468304567,9.0,992.0,sim,montagem,frio,alto
,26.108486427221578,8.0,627.0,,pintura,frio,
78.0,25.53553859777451,7.0,500.0,sim,,moderado,baixo
74.0,18.323153860250375,10.0,306.0,não,pintura,moderado,alto
93.0,31.942681708980825,11.0,559.0,não,soldagem,frio,alto
100.0,27.68492391003922,6.0,708.0,sim,montagem,frio,alto
115.0,32.72027456619255,8.0,,sim,pintura,moderado,alto
118.0,47.06116711971573,8.0,999.0,não,montagem,quente,alto
115.0,40.256946103314064,8.0,952.0,sim,montagem,moderado,alto
78.0,3.1419383446598115,6.0,145.0,sim,pintura,quente,baixo
70.0,49.1682427031432,10.0,760.0,sim,soldagem,frio,alto
96.0,12.212170901850639,8.0,154.0,sim,pintura,moderado,alto
106.0,32.1666480280172,8.0,879.0,não,pintura,quente,alto
99.0,31.033990155570645,11.0,848.0,não,montagem,moderado,alto
100.0,2.245461456987552,8.0,855.0,não,montagem,quente,alto
95.0,49.33048685485474,9.0,299.0,não,soldagem,frio,alto
96.0,21.533035723259424,7.0,175.0,não,soldagem,frio,alto
92.0,40.545338719346866,10.0,558.0,não,montagem,frio,alto
84.0,19.17117790969069,9.0,450.0,não,pintura,moderado,alto
82.0,18.684393519445088,10.0,,não,montagem,quente,alto
77.0,33.275278342516465,9.0,323.0,sim,soldagem,quente,alto
112.0,17.05497328872765,8.0,156.0,sim,montagem,quente,alto
85.0,21.507701257194682,,669.0,não,montagem,frio,alto
92.0,23.755076397784393,6.0,480.0,sim,montagem,frio,
87.0,21.5735736923153,,193.0,sim,soldagem,frio,baixo
95.0,15.450011661218216,10.0,553.0,não,montagem,moderado,alto
94.0,39.688550212245545,7.0,811.0,sim,pintura,quente,
99.0,40.107482118577096,9.0,882.0,não,montagem,quente,alto
87.0,38.86440457804581,10.0,735.0,não,pintura,quente,alto
87.0,1.0171668850867344,7.0,194.0,sim,montagem,moderado,baixo
108.0,25.887916137009547,11.0,684.0,não,montagem,moderado,
114.0,40.406209307002186,8.0,767.0,sim,soldagem,moderado,alto
107.0,0.33417119666236395,6.0,161.0,sim,soldagem,moderado,alto
105.0,11.905603300896322,7.0,118.0,não,pintura,moderado,alto
106.0,26.443731717815254,6.0,787.0,não,montagem,frio,alto
103.0,18.942227222122675,7.0,684.0,sim,pintura,moderado,alto
96.0,39.380895030324716,10.0,666.0,não,soldagem,frio,alto
75.0,27.729750548731158,7.0,156.0,não,soldagem,quente,alto
116.0,34.91550486889391,6.0,902.0,sim,montagem,quente,alto
71.0,1.5030731666154096,7.0,319.0,não,soldagem,quente,alto
90.0,6.838449752568843,8.0,142.0,sim,pintura,frio,baixo
73.0,25.38285558353854,9.0,,sim,montagem,moderado,baixo
78.0,41.193545775102,9.0,781.0,não,pintura,,alto
89.0,3.4274922010050113,10.0,376.0,não,soldagem,moderado,alto
118.0,,8.0,550.0,não,,frio,
92.0,32.39191797573946,8.0,804.0,sim,soldagem,frio,alto
111.0,22.80124384088196,9.0,927.0,sim,soldagem,frio,alto
116.0,14.820839418061126,7.0,940.0,sim,montagem,moderado,alto
101.0,7.3480670400442705,10.0,770.0,sim,montagem,moderado,alto
118.0,14.704418170131717,7.0,645.0,,montagem,frio,alto
98.0,13.198703080661577,9.0,382.0,sim,montagem,moderado,alto
106.0,2.6573532220253435,7.0,723.0,sim,pintura,frio,alto
83.0,30.0310812431574,,263.0,sim,montagem,,alto
97.0,42.745101150585405,10.0,901.0,sim,pintura,moderado,alto
75.0,36.34831091322451,9.0,400.0,não,montagem,moderado,alto
72.0,30.8723069280381,9.0,563.0,sim,montagem,quente,alto
99.0,14.980522887586488,6.0,654.0,não,pintura,quente,alto
107.0,26.351380889302987,6.0,954.0,não,pintura,frio,alto
101.0,13.689486925776617,9.0,441.0,sim,montagem,quente,alto
,7.559388250218435,11.0,407.0,não,montagem,quente,alto
97.0,4.716461809382194,7.0,743.0,não,montagem,moderado,alto
100.0,4.177777781045766,6.0,230.0,sim,soldagem,moderado,alto
104.0,,9.0,388.0,não,pintura,moderado,alto
79.0,36.02905820794713,8.0,926.0,não,soldagem,,alto
79.0,23.42707138015976,6.0,363.0,não,soldagem,frio,baixo
,,11.0,223.0,não,soldagem,frio,alto
,28.31587522961466,6.0,817.0,não,montagem,quente,alto
114.0,15.302212994617042,10.0,711.0,não,soldagem,moderado,alto
100.0,46.031681383395465,6.0,777.0,sim,soldagem,moderado,alto
96.0,36.78714987188886,8.0,290.0,não,soldagem,quente,alto
101.0,36.12106293884984,11.0,241.0,sim,montagem,moderado,alto
91.0,25.35972359322432,7.0,839.0,não,soldagem,frio,alto
,9.487868761979579,6.0,319.0,sim,montagem,moderado,baixo
102.0,21.500390686761044,8.0,785.0,não,soldagem,moderado,alto
74.0,11.203810547656289,10.0,834.0,não,pintura,frio,alto
106.0,9.46397002260504,6.0,526.0,sim,,quente,alto
114.0,5.052779684898656,6.0,607.0,sim,pintura,frio,alto
113.0,13.387869643498545,11.0,356.0,não,pintura,moderado,alto
85.0,33.71657943376735,7.0,275.0,não,soldagem,moderado,alto
75.0,38.7229086522369,11.0,943.0,sim,soldagem,frio,alto
85.0,46.74437386483585,6.0,968.0,sim,pintura,quente,alto
92.0,24.76659448342438,7.0,425.0,não,soldagem,moderado,alto
71.0,32.799715664528705,8.0,257.0,não,pintura,frio,alto
98.0,47.22783745600826,10.0,,não,soldagem,frio,alto
113.0,33.59722776608238,7.0,116.0,sim,soldagem,moderado,alto
116.0,35.54186878238663,6.0,688.0,não,,moderado,alto
94.0,39.03125025429745,7.0,349.0,não,montagem,frio,alto
113.0,12.204229988056781,7.0,531.0,sim,soldagem,quente,alto
72.0,38.643188443032166,6.0,777.0,sim,montagem,quente,alto
74.0,44.59864705272395,9.0,563.0,sim,montagem,quente,alto
93.0,3.3117616257151985,9.0,659.0,não,pintura,quente,alto
111.0,45.37943357943151,10.0,924.0,não,montagem,frio,alto
82.0,15.117316544163456,9.0,255.0,sim,montagem,moderado,baixo
112.0,43.00037851259513,11.0,431.0,sim,pintura,frio,alto
81.0,2.5130023209163577,7.0,,,montagem,quente,baixo
96.0,46.202110606186636,8.0,623.0,sim,montagem,frio,alto
82.0,15.888410574630374,10.0,374.0,não,pintura,quente,alto
118.0,38.64374387912106,9.0,297.0,não,soldagem,frio,alto
111.0,4.404737858623742,6.0,361.0,sim,soldagem,frio,alto
94.0,40.4653762485932,,821.0,sim,montagem,quente,alto
77.0,17.55853730989208,11.0,227.0,não,pintura,quente,alto
,44.554010655957384,7.0,147.0,não,soldagem,frio,alto
89.0,25.77053942127562,8.0,639.0,sim,montagem,quente,baixo
92.0,45.40600406775342,11.0,175.0,sim,pintura,moderado,alto
104.0,25.918340496353174,9.0,258.0,,montagem,moderado,alto
86.0,43.51662301461127,8.0,190.0,não,soldagem,quente,alto
78.0,25.445159261777338,6.0,209.0,sim,montagem,quente,baixo
114.0,21.738451533276354,7.0,276.0,sim,pintura,frio,alto
82.0,37.962725460511194,7.0,,sim,montagem,frio,alto
90.0,17.928905835432317,6.0,622.0,não,soldagem,quente,baixo
,37.069673862190214,9.0,362.0,não,pintura,quente,alto
92.0,22.198271033074224,7.0,351.0,não,montagem,moderado,alto
109.0,9.339043944203773,8.0,953.0,não,montagem,frio,alto
119.0,48.791748207445984,6.0,,sim,soldagem,frio,alto
104.0,,10.0,758.0,sim,soldagem,moderado,alto
113.0,17.992227119383564,10.0,101.0,não,montagem,quente,alto
97.0,26.361229889559457,9.0,596.0,não,pintura,frio,alto
79.0,40.06311609441829,8.0,592.0,não,pintura,quente,alto
90.0,,6.0,126.0,não,soldagem,frio,baixo
112.0,12.041523761715267,9.0,731.0,não,pintura,quente,alto
73.0,34.26174165295404,9.0,508.0,sim,pintura,frio,alto
111.0,38.894553202849316,6.0,401.0,não,montagem,quente,alto
112.0,40.30532774145629,11.0,430.0,,montagem,moderado,alto
102.0,26.849855834289727,9.0,108.0,não,montagem,moderado,alto
79.0,34.40076834929939,,189.0,não,soldagem,frio,alto
95.0,17.235816699666984,9.0,322.0,não,pintura,moderado,alto
98.0,7.256666699808045,7.0,276.0,não,pintura,quente,alto
87.0,7.605411126555827,10.0,852.0,sim,pintura,quente,baixo
83.0,2.147013178729218,11.0,923.0,não,montagem,frio,alto
93.0,,8.0,623.0,não,pintura,quente,alto
103.0,32.973634601919564,11.0,545.0,não,montagem,quente,alto
